nombre_evento,url_evento,codigo_postal,direccion,horario,organizacion
Ben Yart,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=885702a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:30,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}"
Biblioajedrez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=37340defdf5e1910VgnVCM2000001f4a900aRCRD,28024,CALLE GRANJA DE TORREHERMOSA 1,18:00,"{'organization-name': 'Biblioteca Pública Municipal Ángel González (Latina)', 'accesibility': '1,6'}"
"Bienvenidos a la radio, ¡viva el teatro!",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da560c3d9a405910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,18:00,"{'organization-name': 'Casa del Lector', 'accesibility': '3'}"
Black sad women,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b24fa8c219315910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,19:00,"{'organization-name': 'Centro Cultural Buero Vallejo (San Blas - Canillejas)', 'accesibility': '1'}"
Bodegones y Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a903ec7bdcf54910VgnVCM1000001d4a900aRCRD,28022,CALLE FEBRERO 4,,"{'organization-name': 'Centro Cultural José Luis López Vázquez (San Blas - Canillejas)', 'accesibility': '2'}"
Boris Charmatz 'Somnole' / Foco Boris Charmatz,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e4102a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:00,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}"
Brigitte Vasallo: Queixa Roma o Muerte,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4882dd1dc0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:30,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}"
Busca empleo utilizando internet. Madrid Aula Digital,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=371444afb09f2910VgnVCM1000001d4a900aRCRD,28053,AVENIDA GLORIETAS 19,17:00,"{'organization-name': 'Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas)', 'accesibility': '1,6'}"
Cabaret ovejuno,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb94582a56f54910VgnVCM1000001d4a900aRCRD,28022,CALLE ALIAGA 5,12:00,"{'organization-name': 'Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas)', 'accesibility': '1'}"
CAFÉ QUIJANO,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3254250baf992910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,20:00,"{'organization-name': 'Teatro Circo Price', 'accesibility': '1'}"
Caminito del Rey,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=beb0f8fe03394910VgnVCM2000001f4a900aRCRD,28004,CALLE BARCELO 4,19:00,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Camino de Santiago,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=db5459067b1de810VgnVCM1000001d4a900aRCRD,,,10:00,
Campamento de carnaval y fiestas del mundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c61c239147bd4910VgnVCM2000001f4a900aRCRD,28028,CALLE BOSTON 3,,"{'organization-name': 'Colegio Público Guindalera', 'accesibility': '0'}"
Campamento digital: competencias digitales,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4aa7456bdffe4910VgnVCM1000001d4a900aRCRD,28029,AVENIDA MONFORTE DE LEMOS 38,17:30,"{'organization-name': 'Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)', 'accesibility': '1,6'}"
Campamento urbano Semana Santa 2025. Distrito de Moratalaz,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=40d76b2e8b815910VgnVCM2000001f4a900aRCRD,28030,AVENIDA MORATALAZ 51,,"{'organization-name': 'Colegio Público Regimiento Inmemorial del Rey', 'accesibility': '0'}"
Campamentos urbanos Días sin cole. Distrito San Blas - Canillejas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7859110d84384910VgnVCM2000001f4a900aRCRD,28022,AVENIDA CANILLEJAS A VICALVARO 56,,"{'organization-name': 'Colegio Público Alberto Alcocer', 'accesibility': '0'}"
Canciones de oro 'Al natural',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f733ae4ac06b4910VgnVCM1000001d4a900aRCRD,28030,AVENIDA MORATALAZ 130,19:00,"{'organization-name': 'Centro Cultural el Torito (Moratalaz)', 'accesibility': '1'}"
Canta Rash,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=806391bed4ff4910VgnVCM1000001d4a900aRCRD,28007,CALLE LUIS PEIDRO 2,19:00,"{'organization-name': 'Centro Cultural Las Californias (Retiro)', 'accesibility': '1'}"
Caperucita camina sola,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1166d242f8884910VgnVCM2000001f4a900aRCRD,,,,
Carmen Martín Gaite y el collage: un diario en libertad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=72ee253fbe9f4910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,,"{'organization-name': 'Casa del Lector', 'accesibility': '3'}"
Carnaval en la granja,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e549407e6a294910VgnVCM1000001d4a900aRCRD,28028,AVENIDA TOREROS 5,18:00,"{'organization-name': 'Centro Cultural Buenavista (Salamanca)', 'accesibility': '1,5'}"
Carnaval en Matadero,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=38950d5a68815910VgnVCM2000001f4a900aRCRD,28045,PLAZA LEGAZPI 8,10:30,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}"
Carnaval en Retiro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=37039d2436405910VgnVCM2000001f4a900aRCRD,28007,CALLE LUIS PEIDRO 2,12:00,"{'organization-name': 'Centro Cultural Las Californias (Retiro)', 'accesibility': '1'}"
Carnaval pirata,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fdbbdc1e00af4910VgnVCM2000001f4a900aRCRD,28031,CALLE MONTE AYA 12,18:00,"{'organization-name': 'Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas)', 'accesibility': '1,6'}"
Carnival Rock,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2ef53df3dba4910VgnVCM2000001f4a900aRCRD,,,19:00,"{'organization-name': 'Centro Sociocultural Oporto (Carabanchel)', 'accesibility': '2'}"
Carta a mi madre para mi hijo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ffb1ef6c9c305910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,19:40,"{'organization-name': 'Centro Cultural Buero Vallejo (San Blas - Canillejas)', 'accesibility': '1'}"
"Casa de Campo, historia de un paisaje",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a189ad71d9f92910VgnVCM1000001d4a900aRCRD,28011,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de Casa de Campo', 'accesibility': '1'}"
Casa de muñecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=03ed3ed1be9f1910VgnVCM2000001f4a900aRCRD,28001,PLAZA COLON 4,,"{'organization-name': 'Fernán Gómez Centro Cultural de la Villa', 'accesibility': '1,6'}"
"Casco antiguo de Villa de Vallecas: historia, cultura y tradición",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d7c0a39f7464910VgnVCM2000001f4a900aRCRD,28031,CALLE MANUEL VELEZ 10,12:00,"{'organization-name': 'Centro Sociocultural Francisco Fatou (Villa de Vallecas)', 'accesibility': '1'}"
Celebración del Día de Andalucía en Hortaleza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b92cd15c0bfe4910VgnVCM2000001f4a900aRCRD,28033,CALLE SANTA VIRGILIA 15,19:00,"{'organization-name': 'Centro Cultural Hortaleza', 'accesibility': '1'}"
Celeste,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=020d727228cb4910VgnVCM1000001d4a900aRCRD,28009,PASEO COLOMBIA 1,18:00,"{'organization-name': 'Centro Cultural Casa de Vacas (Retiro)', 'accesibility': '1'}"
Centro de Interpretación del Paisaje de la Luz,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=842dc5eb8e915810VgnVCM1000001d4a900aRCRD,28014,PLAZA CIBELES 1,,"{'organization-name': 'CentroCentro', 'accesibility': '1'}"
Centro de Mayores La Platanera. Concurso de Disfraces y Baile con Orquesta,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=41f2ce6eb6ef4910VgnVCM1000001d4a900aRCRD,28021,CALLE CONCEPCION DE LA OLIVA 1,21:30,"{'organization-name': 'Centro Municipal de Mayores La Platanera', 'accesibility': '1'}"
Centro de Mayores Nuestra Señora de los Ángeles. Concurso de disfraces y Baile con Orquesta,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f101ce6eb6ef4910VgnVCM1000001d4a900aRCRD,28041,CALLE ARAMA 1,21:30,"{'organization-name': 'Centro Municipal de Mayores Nuestra Señora de los Ángeles', 'accesibility': '1'}"
Century Rock,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e451a8c219315910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,12:00,"{'organization-name': 'Centro Cultural Buero Vallejo (San Blas - Canillejas)', 'accesibility': '1'}"
Certamen de acuarelas: I Salón de invierno,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=53933e8ae27a4910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 10,,"{'organization-name': 'Sala de exposiciones La Lonja. Centro Cultural Casa del Reloj (Arganzuela)', 'accesibility': '1'}"
Cézanne + Una visita al Louvre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab5464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Charla Duelo y Salud: `Cómo Acompañar las Pérdidas´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f18023122abc4910VgnVCM1000001d4a900aRCRD,28021,CALLE DOCTOR MARTIN AREVALO 2,11:00,"{'organization-name': 'Centro Sociocultural Ágata (Villaverde)', 'accesibility': '1'}"
Charla informativa autobiográfica sobre el ictus,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4050206c8e815910VgnVCM1000001d4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,19:15,"{'organization-name': 'Biblioteca Pública Municipal San Blas (San Blas-Canillejas)', 'accesibility': '1,6'}"
Charlas de azucarillo - Vicalvaro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=715a8dca45bb4910VgnVCM1000001d4a900aRCRD,28032,BULEVAR INDALECIO PRIETO 21,19:00,"{'organization-name': 'Centro Cultural Valdebernardo (Vicálvaro)', 'accesibility': '2'}"
Chatines. Club de lectura infantil,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=146e23279fad4910VgnVCM1000001d4a900aRCRD,28036,CALLE MANUEL FERRERO 1,17:30,"{'organization-name': 'Biblioteca Pública Municipal Dámaso Alonso (Chamartín)', 'accesibility': '1,6'}"
Chirigota: `Los Soñadores´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5d1399dafbd4910VgnVCM1000001d4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,19:00,"{'organization-name': 'Centro Sociocultural Bohemios (Villaverde)', 'accesibility': '1'}"
Chocolatada y concierto familiar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4e0fcf4aade4910VgnVCM2000001f4a900aRCRD,,,19:45,
Ciclo cine clásico. Con faldas y a lo loco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e1d36c13e315910VgnVCM1000001d4a900aRCRD,28031,CALLE MANUEL VELEZ 10,19:00,"{'organization-name': 'Centro Sociocultural Francisco Fatou (Villa de Vallecas)', 'accesibility': '1'}"
Ciclo de Conferencias: De Arte e Historia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=252a692abe6a4910VgnVCM2000001f4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,11:00,"{'organization-name': 'Centro Sociocultural Bohemios (Villaverde)', 'accesibility': '1'}"
Cine familiar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4fd2e979f0a0910VgnVCM2000001f4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Cineastas andaluzas: Pilar Távora,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3ce253fbe9f4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Cinefórum en tu Biblioteca: Godland,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9a3b09170a64910VgnVCM2000001f4a900aRCRD,28017,CALLE NUESTRA SEÑORA DEL VILLAR 6,18:00,"{'organization-name': 'Biblioteca Pública Municipal La Elipa (Ciudad Lineal)', 'accesibility': '1,6'}"
Cineforum Madrid Salud: El cocinero de los últimos deseos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=495d977d34564910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,17:30,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Cineforum Madrid Salud: La lista de los deseos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c3d977d34564910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,17:30,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Cineforum Madrid Salud: Litus,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b21d977d34564910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,17:30,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Cineforum Madrid Salud: Loreak,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=772d977d34564910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,17:30,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Cinefórum: Luna de papel,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=115602b68bf54910VgnVCM2000001f4a900aRCRD,28004,CALLE BARCELO 4,18:00,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Cinefórum: Sólo el cielo lo sabe,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7226582a56f54910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,18:00,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Cinefórum: Una cuestión de tiempo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bb5582a56f54910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,18:00,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Cinezeta: jóvenes programando,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a63ae4ac06b4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}"
"Cine-fórum: 'Hud, el más salvaje entre mil'",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e33af7729d63910VgnVCM1000001d4a900aRCRD,28029,AVENIDA MONFORTE DE LEMOS 38,18:00,"{'organization-name': 'Centro Cultural La Vaguada (Fuencarral - El Pardo)', 'accesibility': '1'}"
Cine: Volveréis,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=00002cfebf4f4910VgnVCM1000001d4a900aRCRD,28002,CALLE MANTUANO 51,18:00,"{'organization-name': 'Centro Cultural Nicolás Salmerón (Chamartín)', 'accesibility': '1'}"
Circoterapia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=986a66c5a1915910VgnVCM2000001f4a900aRCRD,,,18:00,
Círculo de ciudadanos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba197bfae6da4910VgnVCM2000001f4a900aRCRD,28029,AVENIDA MONFORTE DE LEMOS 38,17:00,"{'organization-name': 'Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)', 'accesibility': '1,6'}"
Clásicos del Cuento,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=418fc109a5305910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,10:30,"{'organization-name': 'Casa del Lector', 'accesibility': '3'}"
Clown oficina,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e99eb249a0915910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,12:30,"{'organization-name': 'Centro Cultural Antonio Machado (San Blas - Canillejas)', 'accesibility': '1'}"
CLUB DE ESCRITURA,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c2605f190894910VgnVCM1000001d4a900aRCRD,28035,GLORIETA PRADERA DE VAQUERIZAS 9,11:00,"{'organization-name': 'Centro Cultural Alfredo Kraus (Fuencarral - El Pardo)', 'accesibility': '1'}"
Club de lectura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b66106762794910VgnVCM1000001d4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,11:00,"{'organization-name': 'Biblioteca Pública Municipal San Blas (San Blas-Canillejas)', 'accesibility': '1,6'}"
Club de lectura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e1b3ae3a19a23910VgnVCM1000001d4a900aRCRD,28025,CALLE GENERAL RICARDOS 252,12:00,"{'organization-name': 'Biblioteca Pública Municipal La Chata (Carabanchel)', 'accesibility': '1,6'}"
Club de lectura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0fd177728c21910VgnVCM2000001f4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,10:00,"{'organization-name': 'Biblioteca Pública Municipal Vallecas (Puente de Vallecas)', 'accesibility': '1,6'}"
Club de lectura de novela gráfica. Premios Nacionales de cómic,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5210dae9a6da810VgnVCM2000001f4a900aRCRD,28039,CALLE FRANCOS RODRIGUEZ 67,14:45,"{'organization-name': 'Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán)', 'accesibility': '1'}"
Club de lectura en BPM María Zambrano,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6dc84c649ef4910VgnVCM2000001f4a900aRCRD,28029,PLAZA DONOSO 5,11:00,"{'organization-name': 'Biblioteca Pública Municipal María Zambrano (Tetuán)', 'accesibility': '1,6'}"
Club de lectura en inglés 'Reading Club',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc99b2481b1e1910VgnVCM2000001f4a900aRCRD,28002,CALLE MANTUANO 51,19:00,"{'organization-name': 'Biblioteca Pública Municipal Francisco Ibáñez (Chamartín)', 'accesibility': '1,6'}"
Club de lectura en inglés 'Reading Club',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=64c2b01c7d402910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,19:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}"
Club de lectura en inglés 'Reading Club',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e37c32aae520910VgnVCM2000001f4a900aRCRD,28004,CALLE BARCELO 4,19:00,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Club de lectura en inglés 'Reading Club',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=663cb2481b1e1910VgnVCM2000001f4a900aRCRD,28022,CALLE MARIA SEVILLA DIAGO 15,19:00,"{'organization-name': 'Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)', 'accesibility': '1,6'}"
